,sido,sigungu,sales_all,sales_agriculture,sales_mine,sales_manufacture,sales_electricity,sales_disposal,sales_construction,sales_sale,sales_transportation,sales_accommodation,sales_info_com,sales_finance,sales_real_estate,sales_specialty,sales_management,sales_administration,sales_education,sales_health,sales_art,sales_association,elderly_pop_rate,elderly_pop,population,income_all,income_agriculture,income_mine,income_manufacture,income_electricity,income_disposal,income_construction,income_sale,income_transportation,income_accommodation,income_info_com,income_finance,income_real_estate,income_specialty,income_management,income_administration,income_education,income_health,income_art,income_association,group_sales,group_income
118,경상북도,포항시 북구,15870127,44158,6220,2348437,345945,83698,1882095,3689363,357668,627068,128996,2909206,239386,240586,350574,923681,585075,753016,113603,241352,NA,NA,NA,29.43364823,45.23589744,31.93939394,38.03607561,41.58032787,34.56994819,33.41947416,15.05225107,16.78916321,8.200018126,44.7037037,67.59952677,19.7394636,37.81427982,53.1469995,75.30065033,39.24233059,29.01836784,23.05738706,10.79318989,NA,NA
119,경상북도,포항시 남구,42375716,14779,2745,26685720,507168,535632,1892177,4191144,1614883,594972,350272,1603752,234456,1423635,520304,638100,473951,697190,68808,326028,NA,NA,NA,45.17869766,22.82,23.47368421,73.85381772,70.01079137,61.00118906,38.75194099,20.15177562,27.38307562,8.352125148,60.89367089,69.1059867,21.54565376,61.62848357,46.29719993,60.33656111,44.83037938,37.52285361,13.95337159,15.90110339,NA,NA
120,경상남도,,325074193,1379818,179315,145321933,8857166,2399195,16220200,54181229,10196921,8348941,2701546,24575422,10447721,4617865,3544737,11558409,6459444,9584084,1532967,2967280,17.4,580258,3340216,35.59041792,36.24102113,50.95021337,51.09089239,45.90213862,47.85993733,30.43929279,18.94276118,22.26102525,8.457127869,54.87284887,73.96574592,30.03128094,37.8622006,32.35057241,72.52287765,40.25408834,32.35546952,19.05266411,12.54741724,NA,NA
121,경상남도,거제시,25020981,5924,12958,15924042,159646,159075,930249,2057186,216107,718306,197619,1694254,160785,639577,520767,476164,408557,517196,77979,144590,10.9,26869,245754,43.4030899,12.79787234,79.44444444,66.11301076,47.48818898,58.19590269,39.11819051,15.47267851,26.70887918,8.721784552,72.37864078,76.52240964,21.32510288,41.83994258,37.86524823,72.04522995,35.5781049,34.40696571,19.91660171,12.32703777,1,1
122,경상남도,거창군,4143665,107754,31752,1105509,111369,27680,607638,661659,59525,110388,12825,420738,70938,40337,25648,376152,138929,168445,32586,33793,27.7,17026,61502,28.70544246,30.6643026,46.40764331,36.848271,9.595789474,50.01123596,19.25289673,15.08110814,14.98158803,5.891376451,42.31055901,84.94021739,17.34934498,33.92438563,16.6427256,69.59391457,49.09715243,29.83371041,21.14691943,8.895325203,4,2
123,경상남도,고성군,4945231,69559,2490,1745532,928732,26145,329105,589277,144950,120528,16290,204371,30154,28403,56206,356798,99843,130638,33503,32707,31.3,16095,51361,34.59952523,52.99557522,41.375,41.34433068,73.35153129,33.74766355,35.24228743,15.22080433,17.12563452,6.621911422,52.78676471,72.12734864,31.11297071,31.35,31.32882883,69.07859734,49.91597275,30.31619414,22.88461538,6.816449348,4,4
124,경상남도,김해시,53805043,112601,57600,24506080,841450,610305,2620423,12824132,1879436,1356037,330183,2924886,749799,533031,414955,1102782,967943,1281760,230625,461015,11.4,61857,542338,32.60854418,30.37272727,61.25153374,40.76236253,67.71280992,43.04516939,34.5146907,22.83128002,20.17160671,9.769984013,48.46727899,70.50341417,22.06013927,32.04166667,30.13639891,70.04454717,37.02475127,29.40590254,18.41988244,13.60117994,5,1
125,경상남도,남해군,1769662,36251,NA,127039,59482,20047,126456,410924,26693,171681,13978,203056,23525,23099,6810,290715,86257,99058,20656,23935,37.8,16258,42958,24.21619346,23.30081301,NA,16.6525497,7.214723926,50.25362319,23.90903184,11.19023016,16.80735931,8.043454193,43.12587413,72.68318966,13.98870056,34.1942446,15.42253521,79.91808874,47.18152085,22.19676432,19.63722397,9.895945946,2,2
126,경상남도,밀양시,8072773,133129,3421,2869419,194689,85416,445188,1528704,506360,192653,71203,722756,43324,131513,63562,515982,183660,254904,59256,67634,28.5,29887,104831,31.2494172,46.55672823,51.31578947,41.81401168,28.11320755,36.44584383,24.51451954,16.68830722,14.75441749,5.078641228,80.33471074,82.97265625,15.26627219,44.4630137,28.18095238,84.34462773,48.08542931,28.65057372,24.05470085,10.3566058,1,4
127,경상남도,사천시,11660027,47317,NA,6352004,268784,116922,528827,1651704,162114,381480,82732,619760,225499,75849,65260,390445,206589,311335,68560,101529,22.1,24604,111105,38.87164953,36.70428016,NA,64.73199956,28.32705882,38.45275591,28.72526767,15.14118288,16.16280193,8.99428163,57.76167076,73.93608247,18.33484163,37.49271845,30.43686869,69.78715056,42.88314448,31.57344464,13.69145394,11.23207721,1,1
128,경상남도,산청군,2134498,98210,13882,451512,125857,14291,199217,327837,137286,64691,36988,132275,7387,19703,8512,285748,73904,98161,18517,20520,36.8,12833,34857,26.87375395,41.66666667,33.48148148,29.09907407,27.08845209,44.8115942,22.35987133,13.54781199,7.126005362,4.841578655,74.61061947,98.36101083,13.90265487,31.36036036,26.425,60.9479378,49.3501006,28.14874739,16.71601208,6.649122807,2,4
129,경상남도,양산시,34012435,40899,7016,16759775,432567,279826,1275950,5922578,2287138,829807,124770,1890728,578176,286525,394067,621125,570142,1178548,180519,352279,13.8,48495,352229,34.35381924,41.31292517,61.07692308,47.01895181,52.14285714,42.66234818,31.21781157,20.88741471,27.10485821,9.104531677,50.79846154,68.9431771,23.22293739,34.56639742,23.28822816,67.52692501,37.32208202,36.88891006,16.97080576,13.70644997,1,1
130,경상남도,의령군,1972788,53501,8182,809857,79027,33314,129027,199492,49158,39392,8489,90961,17768,9414,4952,257919,63373,76031,28188,14743,37,9921,26800,31.94703916,44.22110553,54.85365854,39.47039318,20.75,49.76335878,21.27289157,12.80883978,4.36523126,4.68344519,51.93103448,89.9955157,20.07894737,32.16438356,28.32631579,63.23682361,54.25329815,29.6686884,19.965625,9.16255144,2,4
131,경상남도,진주시,27425305,134103,1477,3219983,1053546,161871,1990977,5096185,769390,875045,504906,2859881,5906940,668243,328222,1257240,892879,1245407,108208,350802,17,59032,348096,31.30781165,30.93700787,40.25,34.6085556,65.71491228,41.43876338,32.8893617,17.60163432,16.5783848,8.944656887,54.0161039,81.63462024,43.6188135,36.35001559,48.74392456,65.34850455,39.39700044,32.69095156,13.02669209,11.89065363,1,1
132,경상남도,창녕군,5717197,161966,1825,3017164,82507,39940,190876,829847,222007,120181,9432,164203,8232,38954,58012,320885,120611,230908,49670,49977,31.2,19105,61301,30.82784344,42.48798077,86.55555556,45.74331431,10.5732899,37.03196347,8.653944485,16.82393162,16.38860104,5.895432239,51.52777778,101.5580737,6.747035573,42.89033943,35.54545455,75.70654628,54.00992908,32.79030755,32.86052632,12.18336484,4,2
133,경상남도,창원시,116471430,37482,17742,59015105,1680658,503572,4919304,17010294,3308674,2618059,1125226,10533405,2440712,1863837,1343015,3302937,2089242,3144342,436922,1080902,14.6,150905,1036738,39.73338085,31.29268293,40.47368421,61.0348375,60.89087488,63.57779932,33.52045915,20.13745413,25.92369993,9.145343084,54.02251629,69.10364572,33.33837762,39.92146433,32.37689016,75.10064264,39.6345683,35.16588416,19.90133102,14.4214876,5,1
134,경상남도,창원시 마산합포구,9841912,2021,12303,1806671,15618,212025,896829,2754276,317412,466524,34336,1244630,187128,111298,148481,444960,363155,597965,70440,155840,NA,NA,NA,29.16907521,28.14285714,55.12903226,39.15805968,15.52631579,106.9182609,28.77283606,16.16534628,21.46496959,7.37279597,41.81381381,61.10090634,53.4928884,28.14921875,31.29827198,76.47938561,39.99746341,35.26704071,18.33680227,9.467528563,NA,NA
135,경상남도,창원시 마산회원구,13340996,NA,NA,3271838,157179,67787,702195,3547537,441069,366338,354639,2363455,124768,103896,108268,297164,375998,771501,96508,190616,NA,NA,NA,33.09069382,NA,NA,40.07307553,61.25510204,48.486618,25.57211009,21.60292104,18.8477097,7.612897932,62.55859031,81.23025255,19.75860024,26.30434783,22.5804878,81.6067908,41.40773254,41.51060901,19.49328559,13.61578192,NA,NA
136,경상남도,창원시 성산구,59303601,5289,NA,44473825,448738,128248,953870,3246552,532367,757076,388390,4919770,520795,846728,485745,248334,464641,580659,97747,204827,NA,NA,NA,53.40202261,21.66666667,NA,74.59536228,76.28181818,50.58974359,34.20803653,22.60036265,30.38029146,13.06278837,59.05621487,49.88199467,29.89377086,42.8372961,39.6098175,67.40670462,36.47518797,36.64355556,27.26494253,14.2188952,NA,NA
137,경상남도,창원시 의창구,26194510,29888,3370,7410401,954341,61857,2020071,5681047,1195566,614404,263384,1305173,1458795,755202,467969,2017227,611783,861662,88909,393461,NA,NA,NA,37.65833567,31.94642857,26.44444444,43.77743988,60.84067797,41.29780564,38.94412871,22.11200413,22.44762539,9.090881273,45.45259939,93.28920018,37.499,44.26901636,30.41505172,89.24133782,43.68802395,34.77931695,18.36546944,19.94645355,NA,NA
138,경상남도,창원시 진해구,7790411,44,2069,2052370,104782,33655,346339,1780882,822260,413717,84477,700377,149226,46713,132552,295252,273665,332555,83318,136158,NA,NA,NA,27.38812922,16,21.17647059,41.71597481,52.66326531,45.2218845,34.11229947,16.12005705,38.03244631,7.152185944,54.94150418,85.44910808,22.15843949,20.09329446,27.00509944,37.80092736,35.12295752,25.55761445,14.04323175,11.48353351,NA,NA
139,경상남도,통영시,7641243,20483,NA,545542,1149175,54450,310148,2296371,127030,373753,47485,1176144,75438,94145,69477,596241,209772,335135,64775,95676,19.6,25137,128293,26.07098834,41.76119403,NA,26.39889926,78.01550388,37.50127877,23.49468839,13.81820443,19.52913753,6.25252813,45.43440233,57.6173999,20.82107356,36.81319797,21.11826923,72.04693878,39.03482143,30.14466653,20.88503254,10.36736514,3,2
140,경상남도,하동군,3496728,59290,227,221464,1203803,27606,231389,419816,47280,78784,52507,363906,20130,23262,68610,435051,75206,121749,13670,32978,34.6,15490,44785,34.16941844,44.68085106,22.14285714,22.73106547,66.33417508,42.9602649,31.61783107,9.663993246,16.09285714,4.45995086,86.11538462,121.4816248,102.6381579,28.975,45.96195652,77.9309411,49.92518939,24.7031045,20.19262295,10.52689487,4,4
141,경상남도,함안군,12366631,93311,NA,7991358,280753,160332,848427,1665011,162642,143612,10518,153244,38675,55637,87928,304976,112023,160785,42303,53859,25.1,16086,64182,38.42633832,42.64202335,NA,45.22084204,33.20382166,41.28070175,42.91772152,21.29326187,20.6202946,8.493734336,48.40944882,150.3961039,15.49379653,36.03113553,41.65889213,83.29221347,49.6127285,20.7399642,17.55191257,11.26785714,4,1
142,경상남도,함양군,2044047,61012,5603,419178,75549,11843,232853,322879,70104,83717,31545,166554,11979,37680,10838,277113,78632,95108,29776,22084,33.8,13227,39080,31.52238308,31.23125,52.08823529,29.82372558,11.58483755,41.89189189,33.65384615,12.41270661,18.03831418,5.85739645,76.66666667,82.9005102,20.02255639,43.99236641,28.74193548,83.19342508,48.1706387,29.16445783,33.53289474,6.541322314,2,4
143,경상남도,합천군,2374509,107026,10583,241370,129572,66560,304146,367333,21027,70827,24850,254300,38260,48656,17896,390136,81882,134574,37254,28257,39.6,17431,44006,27.38703295,33.30406852,49.97727273,25.29709141,7.996677741,76.78612717,15.02935651,12.66436385,7.516819572,4.688253968,63.3649635,82.93853428,25.73053892,36.97269625,24.10847458,80.502998,55.06772908,32.03220524,28.74570447,6.345227475,2,2
